None,0.0,60.0
0,0.0,70.0
0,0.0,130.0
14,51,180.0
14,51,240.0
14,51,260.0
14,51,320.0
14,51,400.0
14,51,480.0
14,51,540.0
14,105,610.0
14,105,690.0
14,105,730.0
14,105,770.0
14,105,810.0
14,105,880.0
11,41,920.0
11,41,1000.0
11,41,1080.0
11,41,1150.0
11,41,1200.0
