None,0.0,50.0
0,0.0,120.0
9,36,210.0
11,52,250.0
11,52,320.0
11,52,410.0
11,52,420.0
11,52,440.0
11,52,470.0
11,52,500.0
11,52,550.0
11,52,580.0
11,52,650.0
11,52,700.0
