None,0.0,30.0
0,0.0,100.0
18,50,120.0
18,50,180.0
18,91,220.0
18,91,250.0
18,91,330.0
18,91,370.0
18,91,430.0
18,91,450.0
18,91,470.0
18,91,560.0
1,51,590.0
1,51,650.0
1,107,660.0
1,107,680.0
1,107,740.0
1,107,820.0
1,107,860.0
1,107,900.0
1,107,960.0
1,107,1030.0
1,107,1040.0
1,107,1100.0
